Name,Team,Nationalaty,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_GK,Position_MF,Christmas-played-games
Jordan Henderson,Liverpool,1,31,23,19,18.4,3,4,2,0,24,1405,23161,541,580,239,32,39,24,9,270,17,2,12,1541,29,183,980,471,29,1500,8,16,1058,4456,1963,79,9,1306,25,7,17,196,9,15,28,25,23.5,1,1,2,0,18,2112,38248,653,959,459,22,78,20,9,235,36,6,54,2283,93,616,1502,322,22,2229,7,14,1555,9074,4777,161,5,1845,16,17,10,284,19,10,0,0,0,0,0,1,2
Jordan Pickford,Everton,1,27,16,16,16.0,0,0,1,0,0,493,9915,32,81,378,0,0,0,0,1,0,0,1,541,476,533,8,0,0,366,0,0,229,1463,795,0,0,203,0,3,0,70,0,0,33,33,32.5,0,0,1,0,0,1152,26383,174,249,721,0,0,0,0,9,2,0,3,1257,1088,1243,17,0,0,950,0,0,589,3509,1786,0,0,613,1,4,0,160,0,0,0,0,0,0,1,0,1
Jorginho,Chelsea,0,30,22,18,18.7,7,1,3,0,8,1321,20528,581,570,136,3,35,48,20,329,27,5,12,1494,38,304,920,359,14,1465,8,10,1013,4062,2048,81,19,1175,25,31,29,168,13,25,43,38,36.6,8,2,7,0,7,2475,39822,1066,1034,326,2,69,84,32,685,68,11,39,2818,107,757,1786,429,21,2772,24,34,1884,7472,3884,139,30,2176,61,55,59,341,22,38,0,0,0,0,0,1,3
Josh Brownhill,Burnley,1,26,17,15,15.4,0,0,4,0,12,470,6289,210,158,81,13,41,22,3,210,19,6,18,584,31,118,326,168,17,567,5,8,308,1309,557,30,6,379,23,11,16,133,20,19,36,35,34.1,1,1,3,0,39,1187,14887,559,402,152,25,116,51,10,490,59,12,56,1502,72,281,814,465,65,1472,14,19,742,3067,1315,64,14,954,52,40,29,398,71,43,0,0,0,0,0,1,1
Josh Sargent,Norwich City,0,21,16,10,10.1,2,1,0,0,16,197,2189,109,64,10,11,10,14,7,168,16,0,11,333,13,52,135,165,41,325,9,15,206,1103,510,20,22,383,6,23,6,44,10,29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Joshua King,Watford,0,29,15,14,12.6,5,2,3,0,27,242,2558,127,83,15,10,13,12,1,228,11,1,14,395,16,45,168,201,64,376,15,26,230,1255,631,35,17,550,20,9,8,48,47,65,11,0,1.6,0,0,0,0,3,48,561,23,18,4,1,3,4,1,44,3,0,1,81,0,11,39,41,6,81,5,8,62,363,240,14,11,98,4,2,1,12,4,6,0,0,0,1,0,0,2
José Sá,Wolves,0,28,18,18,18.0,0,1,1,0,0,507,10013,60,130,315,0,2,0,0,5,0,0,2,553,514,548,5,0,0,386,0,0,249,1571,885,0,0,169,1,4,0,106,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
João Cancelo,Manchester City,0,27,24,23,23.7,3,7,7,0,47,2003,31038,847,801,303,64,61,47,27,211,34,3,37,2258,53,395,1229,789,63,2062,30,56,1637,7432,4043,218,18,1695,29,14,28,223,30,33,43,39,36.9,3,5,9,1,47,2711,41022,1226,1062,344,100,60,96,48,415,49,4,47,3097,85,574,1665,1044,97,2810,70,118,2117,9321,5154,268,38,2288,56,27,63,326,52,34,0,1,0,0,0,0,3
João Moutinho,Wolves,0,35,20,18,17.8,0,0,2,0,10,950,17119,302,413,208,20,42,32,11,313,25,3,18,1077,37,256,620,257,3,989,8,10,714,3093,1550,68,11,748,29,11,24,165,7,16,36,31,30.8,1,1,5,1,16,1817,30715,586,787,382,52,69,70,29,543,40,3,31,2051,57,438,1184,539,10,1851,10,23,1248,5857,3114,156,7,1463,56,32,51,279,20,24,0,0,0,0,0,1,1
João Pedro,Watford,0,20,11,3,5.0,1,1,1,0,11,152,1612,78,42,23,7,11,4,1,88,5,1,5,229,5,24,113,106,19,223,8,16,137,757,355,14,17,220,6,10,4,41,15,23,40,32,31.9,9,3,6,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,21,0,0,0,0,0,0,0,0,1,2
Joël Matip,Liverpool,0,30,20,20,19.5,0,0,1,0,19,1334,26572,337,724,261,1,63,30,12,124,22,9,76,1520,156,651,911,90,32,1492,9,11,965,5943,3860,132,4,1115,11,11,22,216,84,31,12,11,9.6,1,2,2,0,6,650,12718,158,333,152,0,25,19,8,76,8,0,35,720,67,342,402,25,7,709,0,0,428,2434,1528,46,2,535,11,7,14,98,29,13,0,1,0,0,0,0,2
Joël Veltman,Brighton,0,29,14,13,12.5,0,1,4,0,3,648,9603,208,317,89,19,32,44,14,146,22,3,26,784,69,294,351,190,10,689,6,14,445,2117,873,29,8,475,19,13,20,112,16,13,34,29,29.5,1,1,4,0,14,1491,22778,471,712,277,62,95,77,33,312,35,4,84,1765,103,573,834,464,37,1535,21,33,1011,5107,2651,103,17,1093,48,50,43,274,48,35,0,1,0,0,0,0,3
Juan Mata,Manchester Utd,0,33,3,2,1.7,0,0,0,0,4,50,792,24,15,9,3,1,3,1,8,0,0,0,61,1,18,34,11,1,56,1,1,38,190,80,4,2,50,1,4,1,9,0,0,18,10,9.6,3,3,0,0,14,349,4494,193,101,38,20,4,2,0,77,4,0,4,399,7,49,199,176,24,383,3,5,276,1468,682,46,17,404,3,9,4,32,1,4,1,0,0,0,0,0,3
Juraj Kucka,Watford,0,34,13,11,11.1,1,0,4,1,24,326,4272,133,119,60,4,31,35,13,211,17,6,26,489,39,144,266,101,9,478,9,16,226,1052,540,34,13,305,30,26,23,116,27,26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Jóhann Berg Guðmundsson,Burnley,0,31,16,12,11.5,0,1,2,0,16,305,3171,149,80,58,40,25,18,8,147,17,2,15,426,18,75,179,203,26,422,13,21,289,1492,738,33,14,324,16,14,9,86,17,14,26,20,18.0,2,0,2,0,26,472,6119,220,143,91,33,30,19,10,166,19,2,14,601,22,99,268,271,31,594,6,21,428,2458,1238,73,16,538,15,19,19,108,19,31,0,0,0,0,0,1,1
Jürgen Locadia,Brighton,0,28,3,1,1.4,0,0,0,0,1,3,43,0,2,0,0,0,1,0,4,0,0,0,6,0,0,3,3,2,6,1,1,5,10,4,0,1,15,2,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Kai Havertz,Chelsea,0,22,21,15,15.4,4,2,0,0,42,439,4887,246,120,29,16,7,15,2,215,23,0,22,636,24,61,274,336,87,624,15,28,433,2181,1099,68,30,738,23,23,9,58,29,37,45,29,28.0,9,7,3,0,55,1150,14355,645,340,81,26,33,37,11,390,43,3,27,1501,33,171,783,662,124,1475,40,76,1084,5786,2925,142,51,1533,53,44,23,161,51,56,0,0,0,0,0,1,3
Kalvin Phillips,Leeds United,1,26,15,15,14.4,1,1,2,0,16,627,11743,167,280,165,12,22,38,8,309,27,7,19,769,50,257,431,131,7,745,4,8,484,2287,914,18,15,495,32,15,33,137,15,15,30,29,28.0,1,2,11,0,15,1461,28517,376,599,448,28,63,74,24,639,61,15,59,1770,120,623,943,307,9,1654,17,27,1039,5237,2279,60,30,1120,64,36,45,325,31,35,0,0,0,0,0,1,1
Karl Darlow,Newcastle Utd,1,31,8,8,8.0,0,0,1,0,0,253,6707,15,42,195,0,0,0,0,0,0,0,1,269,223,265,4,0,0,170,0,0,95,546,294,0,0,94,1,2,0,31,0,0,26,26,26.0,0,0,3,0,0,726,15539,25,115,586,0,1,0,0,2,0,0,2,818,731,809,8,1,1,497,0,0,251,1469,867,0,0,229,0,4,0,103,0,0,0,0,0,0,1,0,1
Kasper Schmeichel,Leicester City,0,35,24,24,24.0,0,0,1,0,0,781,17583,64,266,449,0,0,0,0,0,0,0,1,828,742,820,9,0,0,570,0,0,365,1551,724,0,0,371,0,1,0,95,0,1,48,48,48.0,0,0,0,0,0,1438,32166,139,484,812,0,1,0,0,5,0,0,0,1510,1304,1499,12,1,0,1106,1,2,737,3394,1643,0,0,762,0,4,0,183,0,0,0,0,0,0,1,0,2
Kelechi Iheanacho,Leicester City,0,25,20,8,9.7,3,5,1,0,20,270,3083,135,78,28,7,5,11,3,149,7,1,5,402,5,29,191,205,41,393,13,31,305,1248,647,34,17,499,22,9,6,37,10,31,39,25,25.1,19,6,4,0,76,615,7045,342,172,54,16,16,16,3,312,23,3,7,892,10,47,387,515,100,859,38,59,658,2730,1364,70,44,1230,44,21,12,87,15,58,1,0,0,0,0,0,2
Ken Sema,Watford,0,28,9,4,5.2,0,0,1,0,3,76,720,24,26,13,10,8,5,0,73,4,0,8,117,8,32,52,40,6,114,2,7,72,353,230,12,11,116,12,4,4,20,5,10,43,38,37.2,5,5,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,31,0,0,0,1,0,0,0,0,0,2
Kenny McLean,Norwich City,0,29,17,16,16.3,1,1,1,0,22,564,8014,228,213,101,14,30,26,11,231,15,2,26,728,34,192,408,174,20,712,10,20,430,2142,1010,46,14,601,7,24,17,105,46,35,39,31,31.2,3,6,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,35,0,0,0,0,0,0,0,0,1,1
Kepa Arrizabalaga,Chelsea,0,27,6,5,5.4,0,0,1,0,0,59,1400,8,24,26,0,0,0,0,0,0,0,0,64,52,64,0,0,0,50,0,0,34,124,55,0,0,35,0,0,0,8,0,0,14,13,13.5,0,0,1,0,0,268,5665,54,108,106,0,0,0,0,2,0,0,0,282,264,280,4,0,0,224,0,0,165,625,329,0,0,164,0,1,0,36,0,0,0,0,0,0,1,0,3
Kevin De Bruyne,Manchester City,0,30,19,13,13.0,5,1,2,0,47,702,10303,282,262,131,41,10,12,4,169,12,4,5,840,13,90,369,431,52,784,16,24,574,2532,1631,81,17,742,7,20,5,84,3,9,40,36,33.7,10,18,3,0,106,1867,27727,727,683,363,115,35,47,11,561,40,4,10,2231,19,171,1041,1206,140,2045,48,85,1557,8297,5265,276,49,1933,45,59,42,199,11,21,0,0,0,0,0,1,3
Ki Jana Hoever,Wolves,0,19,8,4,4.5,0,1,1,0,2,105,1454,39,49,12,15,1,12,5,56,3,0,6,131,8,44,55,37,3,107,1,2,68,402,265,8,2,81,6,4,13,13,2,2,15,7,8.5,0,0,1,0,2,351,4487,149,147,37,28,11,18,8,133,7,1,19,421,33,138,180,134,11,372,9,18,255,1319,940,46,8,272,7,9,16,63,8,11,0,1,0,0,0,0,1
Kieran Dowell,Norwich City,1,24,9,4,3.9,0,1,0,0,3,98,1041,49,21,23,14,7,9,4,84,3,1,2,123,4,16,46,64,7,111,3,3,77,297,133,9,5,109,9,3,6,15,6,8,26,14,12.2,6,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,10,0,0,0,1,0,0,0,0,0,1
Kieran Tierney,Arsenal,0,24,12,12,11.3,0,2,0,0,10,535,7676,189,230,93,35,28,12,6,79,17,4,25,639,33,169,262,250,29,552,4,14,384,1941,1193,56,4,427,2,12,4,87,11,11,38,32,32.5,2,4,5,0,22,1808,25264,664,755,323,142,65,32,12,245,57,13,91,2105,132,630,840,775,62,1839,29,53,1353,6808,4091,181,20,1506,19,27,18,251,24,49,0,1,0,0,0,0,2
Kiernan Dewsbury Hall,Leicester City,1,23,15,7,7.5,1,0,1,0,14,316,3979,141,120,40,14,15,15,5,126,6,2,4,388,5,51,226,144,15,377,5,9,259,1453,751,34,14,311,10,7,13,58,8,6,1,1,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2
Kiko Femenía,Watford,0,30,11,10,9.3,0,2,1,0,1,414,4866,163,175,58,15,24,22,11,88,22,5,25,516,52,180,210,152,6,407,2,3,229,1278,611,26,3,244,9,7,15,79,10,8,37,36,33.6,0,4,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,34,0,0,0,0,1,0,0,0,0,2
Kortney Hause,Aston Villa,1,26,6,5,4.9,1,0,0,0,2,111,1758,27,42,38,0,7,4,2,37,8,4,13,143,23,91,54,8,4,139,2,4,81,495,242,1,2,77,10,2,6,35,14,8,10,10,9.6,1,0,2,0,6,216,3950,47,103,62,4,21,5,0,39,6,4,65,307,63,183,125,14,11,297,0,1,135,812,377,7,0,149,9,4,7,71,47,14,0,1,0,0,0,0,2
Kostas Tsimikas,Liverpool,0,25,13,10,9.7,0,2,2,0,6,431,5932,145,176,95,64,14,18,8,105,9,1,20,510,25,137,210,196,12,418,7,13,307,1520,897,57,10,319,22,9,13,57,8,9,7,3,2.5,0,0,1,0,3,103,1384,37,40,23,18,5,2,1,34,4,1,7,126,7,41,64,33,2,112,3,3,80,631,420,27,3,84,10,2,1,18,4,2,0,1,0,0,0,0,2
Kristoffer Ajer,Brentford,0,23,9,7,7.8,0,0,1,0,2,209,2410,66,91,35,4,15,11,7,57,9,4,35,289,32,128,134,44,9,246,4,6,126,774,452,15,2,127,6,10,5,55,21,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Kurt Zouma,West Ham,0,27,13,13,12.5,1,0,1,0,5,433,7851,114,237,81,2,33,6,2,52,12,10,65,548,106,303,253,22,9,534,0,0,305,1725,885,17,0,326,10,4,3,92,27,10,36,32,32.8,5,0,3,0,29,2087,41324,538,1124,403,0,73,28,8,136,30,17,158,2368,350,1232,1231,78,33,2337,6,8,1605,8413,4767,111,7,1848,30,15,21,259,116,41,0,1,0,0,0,0,3
Kyle Walker,Manchester City,1,31,18,18,16.8,1,1,1,1,7,1355,23474,500,623,212,20,50,21,11,128,24,7,14,1451,46,309,934,294,20,1326,6,10,1048,4491,1902,66,5,1145,4,11,14,127,12,13,42,39,38.4,2,1,3,0,15,2739,48540,977,1260,438,47,57,65,28,360,42,8,63,2989,84,622,1987,617,32,2734,43,65,2135,10707,5485,238,26,2305,38,22,48,288,46,21,0,1,0,0,0,0,3
Kyle Walker Peters,Southampton,1,24,15,13,13.3,1,2,3,0,12,537,7258,252,208,57,19,20,26,9,138,17,1,17,682,34,164,330,242,32,580,18,27,436,2835,1831,93,20,417,22,27,14,100,7,10,35,35,34.3,0,2,5,0,20,1613,21589,715,622,195,24,65,83,26,421,70,15,68,1993,110,630,1050,479,60,1673,50,75,1224,7288,4078,192,45,1231,45,53,56,275,20,39,0,1,0,0,0,0,2
Leander Dendoncker,Wolves,0,26,16,9,10.1,1,3,3,0,12,287,4376,131,109,35,2,18,19,7,191,26,7,17,382,31,125,195,80,9,378,1,4,205,672,269,8,6,286,11,3,11,73,19,13,37,32,31.6,1,0,4,0,35,1162,19322,447,500,169,11,61,49,23,494,59,15,75,1444,104,447,823,243,59,1424,11,16,771,3806,1886,62,9,1094,41,17,29,232,83,51,1,0,0,0,0,0,1
Leandro Trossard,Brighton,0,27,16,16,15.6,3,1,1,0,40,567,8211,244,194,85,22,10,21,2,261,20,0,4,780,8,100,326,409,79,747,32,43,590,3480,1813,90,47,753,16,24,14,86,9,15,38,30,30.3,5,5,2,0,60,1085,15607,429,410,175,72,19,27,6,425,41,4,5,1421,8,146,607,788,133,1357,42,68,1106,6423,3212,166,69,1398,32,38,21,202,6,28,1,0,0,0,0,0,3
Leon Bailey,Aston Villa,0,24,9,4,4.7,1,2,1,0,13,130,1529,48,43,32,13,4,15,3,59,6,2,3,207,5,31,73,119,18,193,10,17,153,927,473,30,18,180,3,7,10,23,5,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Lewis Dobbin,Everton,1,18,3,0,0.4,0,0,1,0,0,7,106,3,1,3,1,0,2,0,18,0,0,0,13,0,3,7,5,2,13,0,1,11,81,43,1,1,20,0,1,2,2,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lewis Dunk,Brighton,1,30,15,14,14.3,0,0,0,0,6,1004,20857,222,550,222,2,26,14,2,80,23,15,57,1123,167,673,481,37,10,1095,2,2,747,3672,1834,25,3,857,6,2,7,110,41,18,37,37,36.9,5,0,5,2,36,2151,45296,505,1051,570,1,104,34,12,188,40,24,126,2413,402,1443,978,117,46,2339,5,6,1570,8505,4228,88,2,1710,22,23,19,408,69,40,0,1,0,0,0,0,3
Liam Cooper,Leeds United,0,30,16,15,14.5,0,1,4,0,4,847,16359,204,446,186,1,51,29,12,158,26,15,85,1018,146,673,378,26,9,994,3,3,612,3466,1996,19,2,663,13,9,13,155,61,29,26,26,24.8,1,0,4,1,15,1555,31575,312,821,407,0,84,76,34,291,45,31,123,1864,273,1144,775,52,21,1829,3,3,1106,6472,3447,57,6,1212,26,28,47,305,103,53,0,1,0,0,0,0,1
Lucas Digne,Everton,0,28,15,14,14.2,1,0,4,0,10,678,8548,262,268,104,39,47,35,22,161,28,5,30,823,52,273,318,284,15,666,6,12,399,2075,1141,47,10,429,17,12,20,138,25,14,36,35,35.4,0,7,3,1,14,1690,22044,664,631,307,157,107,78,29,412,59,4,96,2024,107,566,858,694,39,1677,14,23,989,4560,2508,100,32,1268,41,34,47,284,94,39,0,1,0,0,0,0,1
Lucas Moura,Tottenham,0,29,20,15,14.7,4,3,2,0,23,441,4878,225,158,31,4,15,17,2,149,7,0,18,611,15,71,377,224,25,606,31,48,448,2282,1299,85,27,565,17,39,11,91,32,23,47,27,26.9,8,7,2,0,45,875,9877,445,281,89,31,47,50,13,372,23,1,14,1235,21,142,675,529,79,1196,53,90,865,4843,2862,139,61,1141,43,89,33,177,36,59,1,0,0,0,0,0,3
Luka Milivojević,Crystal Palace,0,30,7,6,5.2,0,0,1,0,5,321,4991,100,144,62,10,16,7,5,80,4,0,7,349,7,69,204,88,1,320,2,3,200,806,380,16,0,245,12,7,4,53,6,4,32,28,27.2,1,1,8,1,17,1269,20757,424,537,260,15,65,67,32,463,47,6,50,1529,89,473,932,217,8,1429,14,19,881,4169,1969,74,20,943,50,33,45,270,33,23,0,0,0,0,0,1,3
Lukas Rupp,Norwich City,0,30,12,7,7.1,1,0,1,0,13,265,3848,120,93,36,4,6,9,4,105,7,1,3,336,20,89,174,99,12,333,5,6,238,1110,519,28,12,247,10,9,7,66,4,6,25,17,15.9,0,3,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,28,0,0,0,0,0,0,0,0,1,1
Luke Ayling,Leeds United,1,30,10,9,9.5,1,1,0,0,7,626,11375,185,272,153,7,24,20,11,110,22,17,24,725,96,398,315,72,8,692,8,11,480,2855,1727,43,7,518,5,6,11,89,16,15,38,38,37.8,0,0,7,0,25,2661,42931,864,1147,573,70,97,114,42,533,81,34,111,3133,281,1435,1436,550,70,2792,38,61,1909,13184,8246,232,26,2109,38,62,67,404,71,66,0,1,0,0,0,0,1
Luke Shaw,Manchester Utd,1,26,16,16,14.8,0,3,5,0,4,957,12650,466,323,131,34,38,20,10,148,36,6,16,1094,44,265,517,394,13,911,8,16,651,3444,2069,79,13,785,26,17,13,103,21,13,47,41,40.4,1,6,13,0,16,2574,33495,1272,863,317,132,67,80,30,480,77,10,70,2938,114,726,1282,1167,77,2459,46,71,1824,10843,6711,280,44,2006,70,40,62,327,46,45,0,1,0,0,0,0,3
Luke Thomas,Leicester City,1,20,15,14,14.0,0,1,3,0,5,623,8406,270,256,75,18,31,20,10,147,18,8,20,737,30,197,375,202,15,611,9,19,430,1809,984,37,10,471,11,14,11,87,14,23,25,21,20.7,2,2,3,0,11,797,9600,386,275,102,20,48,30,9,268,44,5,39,1009,40,247,501,319,26,869,12,24,586,2526,1295,58,22,694,21,31,22,132,24,46,0,1,0,0,0,0,2
Lyanco,Southampton,0,24,10,5,6.0,0,0,2,0,5,138,1995,28,62,46,1,9,6,3,42,10,8,24,192,42,108,87,10,3,186,3,3,94,565,233,7,1,88,9,8,6,39,12,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mads Bech Sørensen,Brentford,0,22,3,2,1.7,0,0,0,0,1,2,0,0,0,2,2,0,1,0,4,0,0,1,4,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,39,36,36.8,3,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,27,0,0,0,0,1,0,0,0,0,3
Mads Bidstrup,Brentford,0,20,6,2,1.7,0,0,0,0,4,9,133,5,3,1,0,1,4,0,12,1,0,2,20,2,9,11,0,0,20,0,1,8,25,12,0,2,8,1,5,5,6,0,0,4,1,1.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3
Mads Roerslev,Brentford,0,22,10,6,6.0,0,1,0,0,1,91,1020,35,34,16,11,12,8,7,53,9,2,11,137,15,50,51,41,2,131,1,7,65,347,168,11,2,84,5,6,7,24,4,15,19,12,11.6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10,0,0,0,0,1,0,0,0,0,3
Malang Sarr,Chelsea,0,22,5,5,5.3,0,0,1,0,2,134,2255,39,73,19,0,2,5,1,23,7,3,18,166,20,74,86,11,0,161,1,1,106,391,163,6,0,109,2,2,3,17,7,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Manuel Lanzini,West Ham,0,28,19,10,10.0,3,1,1,0,8,471,6567,247,172,32,13,12,17,5,165,7,0,3,536,6,71,323,175,23,509,10,15,398,2123,959,51,8,469,9,13,17,61,1,7,23,10,11.1,1,3,1,0,25,368,5291,191,133,31,8,10,6,2,109,15,0,5,444,13,91,240,152,16,436,8,12,337,1884,839,32,13,399,11,17,7,67,1,9,1,0,0,0,0,0,3
Marc Albrighton,Leicester City,1,32,12,4,5.5,1,0,2,0,1,163,1671,50,53,47,10,3,19,4,129,10,1,3,221,15,48,102,80,3,178,8,14,116,464,177,8,6,146,6,7,12,29,4,2,42,25,27.5,2,7,5,0,28,1041,12974,429,300,227,105,28,49,21,409,42,3,33,1311,45,287,536,564,50,1198,32,63,842,4140,2015,96,43,1054,25,29,34,208,18,38,1,0,0,0,0,0,2
Marc Cucurella,Brighton,0,23,14,13,12.6,0,1,3,0,6,799,10358,403,269,81,36,30,29,15,197,29,2,14,915,32,221,420,322,23,786,12,20,555,2489,1530,67,10,649,13,12,18,114,21,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Marc Guéhi,Crystal Palace,1,21,18,18,18.0,2,0,4,0,10,1068,19312,301,570,186,1,52,20,8,110,27,15,67,1214,191,701,553,42,12,1183,7,8,837,4645,2513,56,2,873,11,19,15,153,31,26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Marc Leonard,Brighton,0,20,2,2,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Marcos Alonso,Chelsea,0,30,20,18,17.8,1,2,4,0,28,796,11010,325,298,126,59,17,31,12,188,32,2,27,999,40,239,354,446,41,817,8,19,554,2643,1449,74,22,653,28,35,24,114,32,15,17,15,13.9,2,0,2,0,25,695,9742,317,280,73,19,23,15,4,170,25,1,44,857,41,229,358,326,51,746,9,18,502,2391,1362,69,18,625,19,18,14,101,31,22,0,0,0,0,0,1,3
Marcus Forss,Brentford,0,22,10,4,5.1,5,2,0,0,12,35,316,19,10,5,2,6,3,2,65,3,0,0,60,0,3,31,29,8,57,2,4,25,87,47,3,1,85,6,2,2,8,4,15,47,15,18.4,9,1,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,8,0,0,0,1,0,0,0,0,0,3
Marcus Rashford,Manchester Utd,1,24,12,8,7.3,3,1,1,0,19,256,2835,148,72,20,14,7,4,3,104,9,1,4,350,7,38,139,198,42,344,10,24,236,1250,734,39,15,431,5,13,1,42,7,16,57,46,46.0,21,13,4,0,122,1554,19885,783,516,161,58,36,27,11,463,37,5,13,2112,25,151,824,1304,249,2071,120,222,1597,7665,4917,264,99,2426,34,78,16,188,30,40,0,0,0,1,0,0,3
